id_key	nmea_telegram	update_utcdate
1726	$PSCMSM2,135950.00,V,TS,2,O,5.69,15*14	2018-04-20 14:02:56.773
1727	$PSCMSM2,135950.00,V,TS,2,H,5.69,15*13	2018-04-20 14:02:56.857
1728	$PSCMSM2,135950.00,A,TEY,1,O,5.31,15*42	2018-04-20 14:02:56.943
1729	$PSCMSM2,135950.00,A,TEY,1,C,0.00,15*49	2018-04-20 14:02:57.030
1730	$PSCMSM2,135950.00,A,TEY,1,H,5.31,15*45	2018-04-20 14:02:57.200
1731	$PSCMGLL,5306.58,N,00954.41,W,140252.00,A,A*61	2018-04-20 14:02:57.300
1732	$PSCMVTG,125.00,T,128.00,M,3.10,N,5.74,K,A*30	2018-04-20 14:02:57.397
1733	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:02:57.560
1734	$PSCMSM2,135951.00,V,TSP,1,Y,0.92,0*65	2018-04-20 14:02:57.730
1735	$PSCMSM2,135951.00,V,TSP,1,X,0.38,0*64	2018-04-20 14:02:57.810
1736	$PSCMSM2,135951.00,V,TS,2,C,0.00,15*13	2018-04-20 14:02:57.980
1737	$PSCMSM2,135951.00,V,TS,2,F,1.00,15*17	2018-04-20 14:02:58.063
1738	$PSCMSM2,135951.00,V,TS,2,O,5.69,15*15	2018-04-20 14:02:58.147
1739	$PSCMSM2,135951.00,V,TS,2,H,5.69,15*12	2018-04-20 14:02:58.230
1740	$PSCMSM2,135951.00,A,TEY,1,O,5.31,15*43	2018-04-20 14:02:58.317
1741	$PSCMSM2,135951.00,A,TEY,1,C,0.00,15*48	2018-04-20 14:02:58.400
1742	$PSCMSM2,135951.00,A,TEY,1,H,5.31,15*44	2018-04-20 14:02:58.570
1743	$PSCMGLL,5306.58,N,00954.41,W,140253.00,A,A*60	2018-04-20 14:02:58.670
1744	$PSCMVTG,125.00,T,129.00,M,3.10,N,5.74,K,A*31	2018-04-20 14:02:58.770
1745	$PSCMZDA,135952.00,20,04,2018,00,00*78	2018-04-20 14:02:58.853
1746	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:02:58.933
1747	$PSCMSM2,135952.00,V,TSP,1,Y,0.92,0*66	2018-04-20 14:02:59.100
1748	$PSCMSM2,135952.00,V,TSP,1,X,0.38,0*67	2018-04-20 14:02:59.187
1749	$PSCMSM2,135952.00,A,DST,7,,24.25,15*34	2018-04-20 14:02:59.270
1750	$PSCMSM2,135952.00,A,TS,2,F,1.00,1*36	2018-04-20 14:02:59.353
1751	$PSCMSM2,135952.00,V,TS,2,O,5.69,1*23	2018-04-20 14:02:59.433
1752	$PSCMSM2,135952.00,V,TS,2,C,0.00,1*25	2018-04-20 14:02:59.517
1753	$PSCMSM2,135952.00,V,TS,2,H,5.69,1*24	2018-04-20 14:02:59.597
1754	$PSCMSM2,135952.00,A,TEY,1,O,5.25,15*45	2018-04-20 14:02:59.680
1755	$PSCMSM2,135953.00,A,TEY,1,H,5.25,15*43	2018-04-20 14:02:59.937
1756	$PSCMGLL,5306.58,N,00954.40,W,140255.00,A,A*67	2018-04-20 14:03:00.037
1757	$PSCMVTG,123.00,T,127.00,M,3.20,N,5.93,K,A*33	2018-04-20 14:03:00.137
1758	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:00.297
1759	$PSCMSM2,135954.00,V,DST,1,,80.81,15*23	2018-04-20 14:03:00.383
1760	$PSCMSM2,135954.00,V,TSP,1,Y,0.92,0*60	2018-04-20 14:03:00.467
1761	$PSCMSM2,135954.00,V,TSP,1,X,0.38,0*61	2018-04-20 14:03:00.550
1762	$PSCMSM2,135954.00,V,DST,7,,24.25,15*25	2018-04-20 14:03:00.637
1763	$PSCMSM2,135954.00,V,TS,2,F,1.00,1*27	2018-04-20 14:03:00.717
1764	$PSCMSM2,135954.00,V,TS,2,O,5.69,1*25	2018-04-20 14:03:00.800
1765	$PSCMSM2,135954.00,V,TS,2,C,0.00,1*23	2018-04-20 14:03:00.880
1766	$PSCMSM2,135954.00,V,TS,2,H,5.69,1*22	2018-04-20 14:03:00.960
1767	$PSCMSM2,135954.00,A,TEY,1,O,5.31,15*46	2018-04-20 14:03:01.047
1768	$PSCMSM2,135954.00,A,TEY,1,F,0.00,15*48	2018-04-20 14:03:01.217
1769	$PSCMSM2,135954.00,A,TEY,1,H,5.31,15*41	2018-04-20 14:03:01.303
1770	$PSCMGLL,5306.58,N,00954.40,W,140256.00,A,A*64	2018-04-20 14:03:01.403
1771	$PSCMVTG,119.00,T,123.00,M,3.00,N,5.56,K,A*35	2018-04-20 14:03:01.500
1772	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:01.663
1773	$PSCMSM2,135955.00,V,DST,1,,80.81,15*22	2018-04-20 14:03:01.750
1774	$PSCMSM2,135955.00,V,TSP,1,Y,0.92,0*61	2018-04-20 14:03:01.830
1775	$PSCMSM2,135955.00,V,TSP,1,X,0.38,0*60	2018-04-20 14:03:01.913
1776	$PSCMSM2,135955.00,V,DST,7,,24.31,15*21	2018-04-20 14:03:02.000
1777	$PSCMSM2,135955.00,V,TS,2,F,1.00,1*26	2018-04-20 14:03:02.080
1778	$PSCMSM2,135955.00,V,TS,2,O,5.69,1*24	2018-04-20 14:03:02.163
1779	$PSCMSM2,135955.00,V,TS,2,C,0.00,1*22	2018-04-20 14:03:02.243
1780	$PSCMSM2,135955.00,V,TS,2,H,5.69,1*23	2018-04-20 14:03:02.327
1781	$PSCMSM2,135955.00,A,TEY,1,O,5.31,15*47	2018-04-20 14:03:02.410
1782	$PSCMSM2,135955.00,A,TEY,1,F,0.00,15*49	2018-04-20 14:03:02.580
1783	$PSCMSM2,135955.00,A,TEY,1,H,5.31,15*40	2018-04-20 14:03:02.667
1784	$PSCMGLL,5306.58,N,00954.40,W,140257.00,A,A*65	2018-04-20 14:03:02.767
1785	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:03.027
1786	$PSCMSM2,135957.00,A,DST,1,,80.81,15*37	2018-04-20 14:03:03.113
1787	$PSCMSM2,135957.00,A,TSP,1,Y,0.93,1*74	2018-04-20 14:03:03.197
1788	$PSCMSM2,135957.00,V,TSP,1,X,0.38,1*63	2018-04-20 14:03:03.280
1789	$PSCMSM2,135957.00,A,DST,7,,24.31,15*34	2018-04-20 14:03:03.363
1790	$PSCMSM2,135957.00,A,TS,2,O,5.63,12*09	2018-04-20 14:03:03.447
1791	$PSCMSM2,135957.00,V,TS,2,C,0.00,12*12	2018-04-20 14:03:03.530
1792	$PSCMSM2,135957.00,V,TS,2,F,1.00,12*16	2018-04-20 14:03:03.613
1793	$PSCMSM2,135957.00,V,TS,2,H,5.63,12*19	2018-04-20 14:03:03.700
1794	$PSCMSM2,135957.00,A,TEY,1,O,5.31,15*45	2018-04-20 14:03:03.783
1795	$PSCMSM2,135957.00,A,TEY,1,H,5.31,15*42	2018-04-20 14:03:04.040
1796	$PSCMVTG,121.00,T,124.00,M,2.90,N,5.37,K,A*36	2018-04-20 14:03:04.237
1797	$PSCMZDA,135958.00,20,04,2018,00,00*72	2018-04-20 14:03:04.320
1798	$PSCMSM2,135958.00,V,DST,1,,80.88,15*26	2018-04-20 14:03:04.487
1799	$PSCMSM2,135958.00,V,TS,2,O,5.63,12*11	2018-04-20 14:03:04.820
1800	$PSCMSM2,135958.00,V,TS,2,F,1.00,12*19	2018-04-20 14:03:04.987
1801	$PSCMSM2,135958.00,V,TS,2,H,5.63,12*16	2018-04-20 14:03:05.070
1802	$PSCMSM2,135958.00,A,TEY,1,C,0.00,15*41	2018-04-20 14:03:05.240
1803	$PSCMSM2,135958.00,A,TEY,1,F,0.00,15*44	2018-04-20 14:03:05.327
1804	$PSCMGLL,5306.58,N,00954.40,W,140300.00,A,A*66	2018-04-20 14:03:05.513
1805	$PSCMZDA,135959.00,20,04,2018,00,00*73	2018-04-20 14:03:05.693
1806	$PSCMDBS,293.64,f,89.50,M,48.94,F*24	2018-04-20 14:03:05.773
1807	$PSCMSM2,135959.00,V,DST,1,,80.88,15*27	2018-04-20 14:03:05.860
1808	$PSCMSM2,135959.00,V,TS,2,O,5.63,12*10	2018-04-20 14:03:06.193
1809	$PSCMSM2,135959.00,V,TS,2,F,1.00,12*18	2018-04-20 14:03:06.360
1810	$PSCMSM2,135959.00,V,TS,2,H,5.63,12*17	2018-04-20 14:03:06.443
1811	$PSCMSM2,135959.00,A,TEY,1,C,0.00,15*40	2018-04-20 14:03:06.613
1812	$PSCMSM2,135959.00,A,TEY,1,F,0.00,15*45	2018-04-20 14:03:06.700
1813	$PSCMVTG,124.00,T,127.00,M,2.90,N,5.37,K,A*30	2018-04-20 14:03:06.990
1814	$PSCMZDA,140001.00,20,04,2018,00,00*75	2018-04-20 14:03:07.077
1815	$PSCMSM2,140001.00,A,DST,1,,80.88,14*37	2018-04-20 14:03:07.240
1816	$PSCMSM2,140001.00,V,DST,7,,24.19,15*21	2018-04-20 14:03:07.490
1817	$PSCMSM2,140001.00,V,TS,2,O,5.63,1*24	2018-04-20 14:03:07.653
1818	$PSCMSM2,140001.00,V,TS,2,C,0.00,1*28	2018-04-20 14:03:07.737
1819	$PSCMSM2,140001.00,V,TS,2,H,5.63,1*23	2018-04-20 14:03:07.817
1820	$PSCMSM2,140001.00,A,TEY,1,C,0.00,15*46	2018-04-20 14:03:07.987
1821	$PSCMSM2,140001.00,A,TEY,1,F,0.00,15*43	2018-04-20 14:03:08.073
1822	$PSCMVTG,119.00,T,122.00,M,3.00,N,5.56,K,A*34	2018-04-20 14:03:08.357
1823	$PSCMZDA,140002.00,20,04,2018,00,00*76	2018-04-20 14:03:08.440
1824	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:08.517
1825	$PSCMSM2,140002.00,V,DST,1,,80.88,14*23	2018-04-20 14:03:08.603
1826	$PSCMSM2,140002.00,V,TSP,1,Y,0.93,1*68	2018-04-20 14:03:08.687
1827	$PSCMSM2,140002.00,V,TSP,1,X,0.39,1*69	2018-04-20 14:03:08.770
1828	$PSCMSM2,140002.00,V,DST,7,,24.13,15*28	2018-04-20 14:03:08.857
1829	$PSCMSM2,140002.00,V,TS,2,O,5.63,1*27	2018-04-20 14:03:09.020
1830	$PSCMSM2,140002.00,V,TS,2,H,5.63,1*20	2018-04-20 14:03:09.180
1831	$PSCMSM2,140002.00,A,TEY,1,O,5.38,15*47	2018-04-20 14:03:09.267
1832	$PSCMSM2,140002.00,A,TEY,1,C,0.00,15*45	2018-04-20 14:03:09.350
1833	$PSCMSM2,140002.00,A,TEY,1,F,0.00,15*40	2018-04-20 14:03:09.437
1834	$PSCMSM2,140002.00,A,TEY,1,H,5.38,15*40	2018-04-20 14:03:09.550
1835	$PSCMVTG,118.00,T,122.00,M,3.10,N,5.74,K,A*34	2018-04-20 14:03:09.720
1836	$PSCMZDA,140003.00,20,04,2018,00,00*77	2018-04-20 14:03:09.830
1837	$PSCMDBS,302.45,f,92.19,M,50.41,F*28	2018-04-20 14:03:09.883
1838	$PSCMSM2,140003.00,V,DST,1,,80.88,14*22	2018-04-20 14:03:09.997
1839	$PSCMSM2,140003.00,V,TSP,1,Y,0.93,1*69	2018-04-20 14:03:10.053
1840	$PSCMSM2,140003.00,V,TSP,1,X,0.39,1*68	2018-04-20 14:03:10.137
1841	$PSCMSM2,140003.00,V,TS,2,O,5.63,1*26	2018-04-20 14:03:10.383
1842	$PSCMSM2,140003.00,V,TS,2,H,5.63,1*21	2018-04-20 14:03:10.547
1843	$PSCMSM2,140003.00,A,TEY,1,C,0.00,15*44	2018-04-20 14:03:10.717
1844	$PSCMSM2,140004.00,A,TEY,1,F,0.00,15*46	2018-04-20 14:03:10.803
1845	$PSCMGLL,5306.5741,N,00954.3901,W,140306.00,A,A*65	2018-04-20 14:03:10.997
1846	$PSCMVTG,120.00,T,123.00,M,3.20,N,5.93,K,A*34	2018-04-20 14:03:11.093
1847	$PSCMZDA,140005.00,20,04,2018,00,00*71	2018-04-20 14:03:11.177
1848	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:11.257
1849	$PSCMSM2,140005.00,V,DST,7,,23.94,15*27	2018-04-20 14:03:11.593
1850	$PSCMSM2,140005.00,A,TS,2,O,5.56,0*30	2018-04-20 14:03:11.673
1851	$PSCMSM2,140005.00,V,TS,2,F,0.00,0*28	2018-04-20 14:03:11.837
1852	$PSCMSM2,140005.00,V,TS,2,H,5.56,0*20	2018-04-20 14:03:11.920
1853	$PSCMSM2,140005.00,A,TEY,1,C,0.00,15*42	2018-04-20 14:03:12.090
1854	$PSCMSM2,140005.00,A,TEY,1,F,0.00,15*47	2018-04-20 14:03:12.173
1855	$PSCMGLL,5306.57,N,00954.39,W,140307.00,A,A*60	2018-04-20 14:03:12.360
1856	$PSCMZDA,140006.00,20,04,2018,00,00*72	2018-04-20 14:03:12.540
1857	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:12.620
1858	$PSCMSM2,140006.00,V,DST,1,,80.75,13*22	2018-04-20 14:03:12.707
1859	$PSCMSM2,140006.00,A,DST,7,,23.94,15*33	2018-04-20 14:03:12.960
1860	$PSCMSM2,140006.00,V,TS,2,O,5.56,0*24	2018-04-20 14:03:13.040
1861	$PSCMSM2,140006.00,V,TS,2,H,5.56,0*23	2018-04-20 14:03:13.283
1862	$PSCMSM2,140006.00,A,TEY,1,C,0.00,15*41	2018-04-20 14:03:13.453
1863	$PSCMSM2,140006.00,A,TEY,1,F,0.00,15*44	2018-04-20 14:03:13.540
1864	$PSCMVTG,122.00,T,125.00,M,3.20,N,5.93,K,A*30	2018-04-20 14:03:13.823
1865	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:13.987
1866	$PSCMSM2,140008.00,V,TSP,1,Y,0.93,1*62	2018-04-20 14:03:14.153
1867	$PSCMSM2,140008.00,V,TSP,1,X,0.39,1*63	2018-04-20 14:03:14.237
1868	$PSCMSM2,140008.00,V,TS,2,C,0.00,0*20	2018-04-20 14:03:14.487
1869	$PSCMSM2,140008.00,V,TS,2,F,0.00,0*25	2018-04-20 14:03:14.567
1870	$PSCMSM2,140008.00,A,TEY,1,O,5.31,15*44	2018-04-20 14:03:14.733
1871	$PSCMSM2,140008.00,A,TEY,1,H,5.31,15*43	2018-04-20 14:03:14.990
1872	$PSCMGLL,5306.57,N,00954.39,W,140310.00,A,A*66	2018-04-20 14:03:15.090
1873	$PSCMVTG,121.00,T,124.00,M,3.00,N,5.56,K,A*39	2018-04-20 14:03:15.187
1874	$PSCMSM2,140009.00,A,TSP,1,X,0.39,2*76	2018-04-20 14:03:15.520
1875	$PSCMSM2,140009.00,V,TSP,1,Y,0.93,2*60	2018-04-20 14:03:15.603
1876	$PSCMSM2,140009.00,A,TS,2,F,0.00,0*33	2018-04-20 14:03:15.770
1877	$PSCMSM2,140009.00,V,TS,2,C,0.00,0*21	2018-04-20 14:03:15.930
1878	$PSCMSM2,140009.00,A,TEY,1,O,5.31,15*45	2018-04-20 14:03:16.100
1879	$PSCMSM2,140009.00,A,TEY,1,H,5.31,15*42	2018-04-20 14:03:16.357
1880	$PSCMGLL,5306.57,N,00954.38,W,140311.00,A,A*66	2018-04-20 14:03:16.457
1881	$PSCMVTG,119.00,T,123.00,M,3.00,N,5.56,K,A*35	2018-04-20 14:03:16.553
1882	$PSCMZDA,140010.00,20,04,2018,00,00*75	2018-04-20 14:03:16.637
1883	$PSCMDBS,293.64,f,89.50,M,48.94,F*24	2018-04-20 14:03:16.717
1884	$PSCMSM2,140010.00,V,TSP,1,X,0.39,2*69	2018-04-20 14:03:16.883
1885	$PSCMSM2,140010.00,V,TSP,1,Y,0.93,2*68	2018-04-20 14:03:16.967
1886	$PSCMSM2,140010.00,V,DST,7,,23.94,15*23	2018-04-20 14:03:17.070
1887	$PSCMSM2,140010.00,V,TS,2,O,5.56,0*23	2018-04-20 14:03:17.213
1888	$PSCMSM2,140010.00,V,TS,2,C,0.00,0*29	2018-04-20 14:03:17.297
1889	$PSCMSM2,140010.00,V,TS,2,H,5.56,0*24	2018-04-20 14:03:17.377
1890	$PSCMSM2,140010.00,A,TEY,1,C,0.00,15*46	2018-04-20 14:03:17.547
1891	$PSCMSM2,140010.00,A,TEY,1,F,0.00,15*43	2018-04-20 14:03:17.633
1892	$PSCMGLL,5306.57,N,00954.38,W,140312.00,A,A*65	2018-04-20 14:03:17.820
1893	$PSCMVTG,121.00,T,125.00,M,2.90,N,5.37,K,A*37	2018-04-20 14:03:17.917
1894	$PSCMZDA,140012.00,20,04,2018,00,00*77	2018-04-20 14:03:18.000
1895	$PSCMSM2,140012.00,V,DST,1,,80.31,13*27	2018-04-20 14:03:18.163
1896	$PSCMSM2,140012.00,V,TS,2,O,5.56,0*21	2018-04-20 14:03:18.580
1897	$PSCMSM2,140012.00,V,TS,2,H,5.56,0*26	2018-04-20 14:03:18.740
1898	$PSCMSM2,140012.00,A,TEY,1,O,5.38,15*46	2018-04-20 14:03:18.827
1899	$PSCMSM2,140012.00,A,TEY,1,C,0.00,15*44	2018-04-20 14:03:18.913
1900	$PSCMSM2,140012.00,A,TEY,1,F,0.00,15*41	2018-04-20 14:03:18.997
1901	$PSCMSM2,140012.00,A,TEY,1,H,5.38,15*41	2018-04-20 14:03:19.083
1902	$PSCMGLL,5306.57,N,00954.38,W,140314.00,A,A*63	2018-04-20 14:03:19.183
1903	$PSCMZDA,140013.00,20,04,2018,00,00*76	2018-04-20 14:03:19.363
1904	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:19.443
1905	$PSCMSM2,140013.00,V,TS,2,O,5.56,0*20	2018-04-20 14:03:19.943
1906	$PSCMSM2,140013.00,V,TS,2,H,5.56,0*27	2018-04-20 14:03:20.107
1907	$PSCMSM2,140013.00,A,TEY,1,O,5.38,15*47	2018-04-20 14:03:20.190
1908	$PSCMSM2,140013.00,A,TEY,1,C,0.00,15*45	2018-04-20 14:03:20.277
1909	$PSCMSM2,140013.00,A,TEY,1,F,0.00,15*40	2018-04-20 14:03:20.363
1910	$PSCMSM2,140013.00,A,TEY,1,H,5.38,15*40	2018-04-20 14:03:20.447
1911	$PSCMGLL,5306.57,N,00954.38,W,140315.00,A,A*62	2018-04-20 14:03:20.547
1912	$PSCMVTG,128.00,T,131.00,M,3.00,N,5.56,K,A*34	2018-04-20 14:03:20.647
1913	$PSCMZDA,140014.00,20,04,2018,00,00*71	2018-04-20 14:03:20.730
1914	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:20.810
1915	$PSCMSM2,140014.00,V,DST,1,,80.13,13*21	2018-04-20 14:03:20.893
1916	$PSCMSM2,140014.00,V,DST,7,,24.19,15*25	2018-04-20 14:03:21.147
1917	$PSCMSM2,140014.00,V,TS,2,F,0.00,0*28	2018-04-20 14:03:21.227
1918	$PSCMSM2,140014.00,V,TS,2,O,5.56,0*27	2018-04-20 14:03:21.310
1919	$PSCMSM2,140014.00,V,TS,2,H,5.56,0*20	2018-04-20 14:03:21.470
1920	$PSCMSM2,140014.00,A,TEY,1,O,5.38,15*40	2018-04-20 14:03:21.557
1921	$PSCMSM2,140014.00,A,TEY,1,C,0.00,15*42	2018-04-20 14:03:21.640
1922	$PSCMSM2,140015.00,A,TEY,1,F,0.00,15*46	2018-04-20 14:03:21.727
1923	$PSCMSM2,140015.00,A,TEY,1,H,5.38,15*46	2018-04-20 14:03:21.813
1924	$PSCMGLL,5306.5694,N,00954.3770,W,140317.00,A,A*64	2018-04-20 14:03:21.920
1925	$PSCMVTG,125.00,T,128.00,M,3.00,N,5.56,K,A*31	2018-04-20 14:03:22.020
1926	$PSCMZDA,140016.00,20,04,2018,00,00*73	2018-04-20 14:03:22.103
1927	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:22.180
1928	$PSCMSM2,140016.00,V,DST,1,,80.00,13*21	2018-04-20 14:03:22.267
1929	$PSCMSM2,140016.00,V,TS,2,O,5.56,1*24	2018-04-20 14:03:22.680
1930	$PSCMSM2,140016.00,V,TS,2,H,5.56,1*23	2018-04-20 14:03:22.840
1931	$PSCMSM2,140016.00,A,TEY,1,O,5.38,15*42	2018-04-20 14:03:22.927
1932	$PSCMSM2,140016.00,A,TEY,1,C,0.00,15*40	2018-04-20 14:03:23.013
1933	$PSCMSM2,140016.00,A,TEY,1,F,0.00,15*45	2018-04-20 14:03:23.097
1934	$PSCMSM2,140016.00,A,TEY,1,H,5.38,15*45	2018-04-20 14:03:23.183
1935	$PSCMVTG,121.00,T,125.00,M,3.00,N,5.56,K,A*38	2018-04-20 14:03:23.380
1936	$PSCMZDA,140017.00,20,04,2018,00,00*72	2018-04-20 14:03:23.463
1937	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:23.543
1938	$PSCMSM2,140017.00,A,DST,1,,79.88,13*31	2018-04-20 14:03:23.630
1939	$PSCMSM2,140017.00,V,DST,7,,24.38,1*10	2018-04-20 14:03:23.880
1940	$PSCMSM2,140017.00,V,TS,2,O,5.56,1*25	2018-04-20 14:03:24.040
1941	$PSCMSM2,140017.00,V,TS,2,H,5.56,1*22	2018-04-20 14:03:24.203
1942	$PSCMSM2,140017.00,A,TEY,1,C,0.00,15*41	2018-04-20 14:03:24.373
1943	$PSCMSM2,140017.00,A,TEY,1,F,0.00,15*44	2018-04-20 14:03:24.460
1944	$PSCMGLL,5306.57,N,00954.37,W,140319.00,A,A*61	2018-04-20 14:03:24.643
1945	$PSCMVTG,119.00,T,123.00,M,3.10,N,5.74,K,A*34	2018-04-20 14:03:24.743
1946	$PSCMSM2,140018.00,V,TSP,1,X,0.39,2*61	2018-04-20 14:03:25.073
1947	$PSCMSM2,140018.00,V,TSP,1,Y,0.93,2*60	2018-04-20 14:03:25.157
1948	$PSCMSM2,140018.00,V,DST,7,,24.44,1*14	2018-04-20 14:03:25.240
1949	$PSCMSM2,140018.00,V,TS,2,F,0.00,1*25	2018-04-20 14:03:25.323
1950	$PSCMSM2,140018.00,V,TS,2,C,0.00,1*20	2018-04-20 14:03:25.483
1951	$PSCMSM2,140018.00,A,TEY,1,O,5.50,15*42	2018-04-20 14:03:25.653
1952	$PSCMSM2,140019.00,A,TEY,1,H,5.50,15*44	2018-04-20 14:03:25.910
1953	$PSCMVTG,123.00,T,126.00,M,3.20,N,5.93,K,A*32	2018-04-20 14:03:26.107
1954	$PSCMZDA,140020.00,20,04,2018,00,00*76	2018-04-20 14:03:26.190
1955	$PSCMSM2,140020.00,V,TSP,1,X,0.39,0*68	2018-04-20 14:03:26.520
1956	$PSCMSM2,140020.00,A,TS,2,C,0.00,14*08	2018-04-20 14:03:26.687
1957	$PSCMSM2,140020.00,V,TS,2,O,5.56,14*15	2018-04-20 14:03:26.853
1958	$PSCMSM2,140020.00,V,TS,2,H,5.56,14*12	2018-04-20 14:03:26.937
1959	$PSCMSM2,140020.00,A,TEY,1,O,5.50,15*49	2018-04-20 14:03:27.023
1960	$PSCMSM2,140020.00,A,TEY,1,C,0.00,15*45	2018-04-20 14:03:27.110
1961	$PSCMSM2,140020.00,A,TEY,1,F,0.00,15*40	2018-04-20 14:03:27.193
1962	$PSCMGLL,5306.57,N,00954.37,W,140322.00,A,A*69	2018-04-20 14:03:27.380
1963	$PSCMZDA,140021.00,20,04,2018,00,00*77	2018-04-20 14:03:27.560
1964	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:27.640
1965	$PSCMSM2,140021.00,A,DST,1,,79.56,13*37	2018-04-20 14:03:27.723
1966	$PSCMSM2,140021.00,A,DST,7,,24.63,15*39	2018-04-20 14:03:27.977
1967	$PSCMSM2,140021.00,V,TS,2,C,0.00,8*23	2018-04-20 14:03:28.140
1968	$PSCMSM2,140021.00,V,TS,2,F,0.00,8*26	2018-04-20 14:03:28.220
1969	$PSCMSM2,140021.00,A,TEY,1,O,5.50,15*48	2018-04-20 14:03:28.387
1970	$PSCMSM2,140021.00,A,TEY,1,C,0.00,15*44	2018-04-20 14:03:28.473
1971	$PSCMSM2,140021.00,A,TEY,1,F,0.00,15*41	2018-04-20 14:03:28.560
1972	$PSCMGLL,5306.57,N,00954.37,W,140323.00,A,A*68	2018-04-20 14:03:28.743
1973	$PSCMZDA,140023.00,20,04,2018,00,00*75	2018-04-20 14:03:28.923
1974	$PSCMDBS,299.58,f,91.31,M,49.93,F*29	2018-04-20 14:03:29.003
1975	$PSCMSM2,140023.00,V,DST,1,,79.56,13*22	2018-04-20 14:03:29.090
1976	$PSCMSM2,140023.00,V,TSP,1,Y,0.93,2*68	2018-04-20 14:03:29.173
1977	$PSCMSM2,140023.00,V,TSP,1,X,0.39,2*69	2018-04-20 14:03:29.257
1978	$PSCMSM2,140023.00,V,TS,2,C,0.00,8*21	2018-04-20 14:03:29.503
1979	$PSCMSM2,140023.00,V,TS,2,F,0.00,8*24	2018-04-20 14:03:29.587
1980	$PSCMSM2,140023.00,A,TEY,1,C,0.00,15*46	2018-04-20 14:03:29.837
1981	$PSCMSM2,140023.00,A,TEY,1,F,0.00,15*43	2018-04-20 14:03:29.923
1982	$PSCMVTG,123.00,T,126.00,M,3.10,N,5.74,K,A*38	2018-04-20 14:03:30.207
1983	$PSCMZDA,140024.00,20,04,2018,00,00*72	2018-04-20 14:03:30.290
1984	$PSCMDBS,298.15,f,90.88,M,49.69,F*27	2018-04-20 14:03:30.370
1985	$PSCMSM2,140024.00,V,DST,1,,79.50,13*23	2018-04-20 14:03:30.453
1986	$PSCMSM2,140024.00,V,TS,2,O,5.63,1*23	2018-04-20 14:03:30.870
1987	$PSCMSM2,140024.00,V,TS,2,H,5.63,1*24	2018-04-20 14:03:31.033
1988	$PSCMSM2,140024.00,A,TEY,1,C,0.00,15*41	2018-04-20 14:03:31.203
1989	$PSCMSM2,140024.00,A,TEY,1,F,0.00,15*44	2018-04-20 14:03:31.290
1990	$PSCMVTG,116.00,T,120.00,M,3.10,N,5.74,K,A*38	2018-04-20 14:03:31.570
1991	$PSCMZDA,140025.00,20,04,2018,00,00*73	2018-04-20 14:03:31.653
1992	$PSCMSM2,140025.00,V,DST,1,,79.44,13*27	2018-04-20 14:03:31.820
1993	$PSCMSM2,140025.00,V,TS,2,O,5.63,1*22	2018-04-20 14:03:32.233
1994	$PSCMSM2,140025.00,V,TS,2,H,5.63,1*25	2018-04-20 14:03:32.397
1995	$PSCMSM2,140025.00,A,TEY,1,C,0.00,15*40	2018-04-20 14:03:32.567
1996	$PSCMSM2,140025.00,A,TEY,1,F,0.00,15*45	2018-04-20 14:03:32.650
1997	$PSCMSM2,140026.00,A,TEY,1,H,5.50,15*48	2018-04-20 14:03:32.737
1998	$PSCMGLL,5306.56,N,00954.36,W,140328.00,A,A*63	2018-04-20 14:03:32.837
1999	$PSCMZDA,140027.00,20,04,2018,00,00*71	2018-04-20 14:03:33.020
2000	$PSCMSM2,140027.00,A,DST,1,,79.38,13*39	2018-04-20 14:03:33.183
2001	$PSCMSM2,140027.00,A,DST,7,,24.31,14*39	2018-04-20 14:03:33.437
2002	$PSCMSM2,140027.00,V,TS,2,O,5.63,15*15	2018-04-20 14:03:33.683
2003	$PSCMSM2,140027.00,V,TS,2,H,5.63,15*12	2018-04-20 14:03:33.770
2004	$PSCMSM2,140027.00,A,TEY,1,C,0.00,15*42	2018-04-20 14:03:33.940
2005	$PSCMSM2,140027.00,A,TEY,1,F,0.00,15*47	2018-04-20 14:03:34.023
2006	$PSCMSM2,140027.00,A,TEY,1,H,5.50,15*49	2018-04-20 14:03:34.110
2007	$PSCMGLL,5306.56,N,00954.36,W,140329.00,A,A*62	2018-04-20 14:03:34.210
